state,year,month,humidity,wind_speed,temperature,precipitation,urban_density,future_dengue,season,dengue_cases,date,lag_dengue_cases_1,lag_dengue_cases_2,lag_dengue_cases_3,lag_dengue_cases_4,lag_dengue_cases_5,lag_dengue_cases_6,lag_dengue_cases_12,lag_temperature_1,lag_temperature_2,lag_temperature_3,lag_temperature_4,lag_humidity_1,lag_humidity_2,lag_humidity_3,lag_humidity_4,lag_precipitation_1,lag_precipitation_2,lag_precipitation_3,lag_precipitation_4,lag_wind_speed_1,lag_wind_speed_2,lag_wind_speed_3,lag_wind_speed_4,roll_mean_dengue_cases_3,lag_tempxhumid_3,month_sin,month_cos,mean_state_dengue_date,avg_neighbor_dengue,outbreak_flag,Future_dengue
DELHI,2015,12,-1.861229071,-0.484052682,-2.249123464,-0.852202514,1.939487799,4431,winter,158.67,12/1/2015,2380.05,2380.05,2181.71,2181.71,2181.71,2181.71,,-0.954512553,0.148715963,0.73903367,0.886993483,-1.431366408,-1.324422274,-0.776398595,0.193431922,-0.845344548,-0.789525916,-0.634744235,0.714017953,-0.853915405,-0.746327303,-0.10883345,-0.266739425,2313.936667,-0.573784703,-2.45E-16,1,75.858,75.858,0,44.31
DELHI,2016,1,-1.719254607,-0.859979639,-2.312045243,-0.860362625,1.939487799,4431,winter,44.31,1/1/2016,158.67,2380.05,2380.05,2181.71,2181.71,2181.71,158.67,-2.249123464,-0.954512553,0.148715963,0.73903367,-1.861229071,-1.431366408,-1.324422274,-0.776398595,-0.852202514,-0.845344548,-0.789525916,-0.634744235,-0.484052682,-0.853915405,-0.746327303,-0.10883345,1639.59,-0.196962734,0.5,0.866025404,88.116,88.116,0,177.24
DELHI,2016,2,-1.967765324,-0.627593127,-1.724853607,-0.847080742,1.939487799,4431,winter,44.31,2/1/2016,44.31,158.67,2380.05,2380.05,2181.71,2181.71,158.67,-2.312045243,-2.249123464,-0.954512553,0.148715963,-1.719254607,-1.861229071,-1.431366408,-1.324422274,-0.860362625,-0.852202514,-0.845344548,-0.789525916,-0.859979639,-0.484052682,-0.853915405,-0.746327303,861.01,1.366257205,0.866025404,0.5,88.116,88.116,0,177.24
DELHI,2016,3,-1.655047957,-0.402039824,-0.31245292,-0.675371171,1.939487799,4431,pre_monsoon,177.24,3/1/2016,44.31,44.31,158.67,2380.05,2380.05,2181.71,634.68,-1.724853607,-2.312045243,-2.249123464,-0.954512553,-1.967765324,-1.719254607,-1.861229071,-1.431366408,-0.847080742,-0.860362625,-0.852202514,-0.845344548,-0.627593127,-0.859979639,-0.484052682,-0.853915405,82.43,4.186133975,1,6.12E-17,352.464,352.464,0,177.24
DELHI,2016,4,-2.256086576,0.386740691,1.221670396,-0.860102196,1.939487799,4431,pre_monsoon,177.24,4/1/2016,177.24,44.31,44.31,158.67,2380.05,2380.05,634.68,-0.31245292,-1.724853607,-2.312045243,-2.249123464,-1.655047957,-1.967765324,-1.719254607,-1.861229071,-0.675371171,-0.847080742,-0.860362625,-0.852202514,-0.402039824,-0.627593127,-0.859979639,-0.484052682,88.62,3.974994436,0.866025404,-0.5,352.464,352.464,0,609.26
DELHI,2016,5,-1.99905806,0.185372065,2.127310951,-0.563039429,1.939487799,4431,pre_monsoon,177.24,5/1/2016,177.24,177.24,44.31,44.31,158.67,2380.05,634.68,1.221670396,-0.31245292,-1.724853607,-2.312045243,-2.256086576,-1.655047957,-1.967765324,-1.719254607,-0.860102196,-0.675371171,-0.847080742,-0.860362625,0.386740691,-0.402039824,-0.627593127,-0.859979639,132.93,3.394107118,0.5,-0.866025404,352.464,352.464,0,609.26
DELHI,2016,6,-1.477374211,0.122176371,2.308491965,-0.407997318,1.939487799,4431,monsoon,609.26,6/1/2016,177.24,177.24,177.24,44.31,44.31,158.67,2181.71,2.127310951,1.221670396,-0.31245292,-1.724853607,-1.99905806,-2.256086576,-1.655047957,-1.967765324,-0.563039429,-0.860102196,-0.675371171,-0.847080742,0.185372065,0.386740691,-0.402039824,-0.627593127,177.24,0.517124567,1.22E-16,-1,1211.594,1211.594,0,609.26
DELHI,2016,7,0.218818935,-0.520687867,1.114031552,1.938034614,1.939487799,4431,monsoon,609.26,7/1/2016,609.26,177.24,177.24,177.24,44.31,44.31,2181.71,2.308491965,2.127310951,1.221670396,-0.31245292,-1.477374211,-1.99905806,-2.256086576,-1.655047957,-0.407997318,-0.563039429,-0.860102196,-0.675371171,0.122176371,0.185372065,0.386740691,-0.402039824,321.2466667,-2.756194182,-0.5,-0.866025404,1211.594,1211.594,0,609.26
DELHI,2016,8,0.782298164,-0.452413204,0.592679673,0.526422208,1.939487799,4431,monsoon,609.26,8/1/2016,609.26,609.26,177.24,177.24,177.24,44.31,2181.71,1.114031552,2.308491965,2.127310951,1.221670396,0.218818935,-1.477374211,-1.99905806,-2.256086576,1.938034614,-0.407997318,-0.563039429,-0.860102196,-0.520687867,0.122176371,0.185372065,0.386740691,465.2533333,-4.252618103,-0.866025404,-0.5,1211.594,1211.594,0,664.65
DELHI,2016,9,-0.143031704,-0.681410865,0.597965289,-0.59385687,1.939487799,4431,monsoon,609.26,9/1/2016,609.26,609.26,609.26,177.24,177.24,177.24,2181.71,0.592679673,1.114031552,2.308491965,2.127310951,0.782298164,0.218818935,-1.477374211,-1.99905806,0.526422208,1.938034614,-0.407997318,-0.563039429,-0.452413204,-0.520687867,0.122176371,0.185372065,609.26,-3.410506496,-1,-1.84E-16,1211.594,1211.594,0,664.65
DELHI,2016,10,-1.231888216,-0.535258679,0.073645225,-0.820864215,1.939487799,4431,post_monsoon,664.65,10/1/2016,609.26,609.26,609.26,609.26,177.24,177.24,2380.05,0.597965289,0.592679673,1.114031552,2.308491965,-0.143031704,0.782298164,0.218818935,-1.477374211,-0.59385687,0.526422208,1.938034614,-0.407997318,-0.681410865,-0.452413204,-0.520687867,0.122176371,609.26,0.243771198,-0.866025404,0.5,1321.74,1321.74,0,44.31
DELHI,2016,11,-1.851828913,-0.335541412,-1.156754105,-0.860536244,1.939487799,9271,post_monsoon,664.65,11/1/2016,664.65,609.26,609.26,609.26,609.26,177.24,2380.05,0.073645225,0.597965289,0.592679673,1.114031552,-1.231888216,-0.143031704,0.782298164,0.218818935,-0.820864215,-0.59385687,0.526422208,1.938034614,-0.535258679,-0.681410865,-0.452413204,-0.520687867,627.7233333,0.46365222,-0.5,0.866025404,1321.74,1321.74,0,92.71
DELHI,2016,12,-1.861550425,-0.495293023,-1.963728255,-0.860536244,1.939487799,9271,winter,44.31,12/1/2016,664.65,664.65,609.26,609.26,609.26,609.26,158.67,-1.156754105,0.073645225,0.597965289,0.592679673,-1.851828913,-1.231888216,-0.143031704,0.782298164,-0.860536244,-0.820864215,-0.59385687,0.526422208,-0.335541412,-0.535258679,-0.681410865,-0.452413204,646.1866667,-0.085527994,-2.45E-16,1,88.116,88.116,0,92.71
DELHI,2017,1,-1.020677904,-0.516108469,-2.608255133,-0.591686627,1.939487799,9271,winter,92.71,1/1/2017,44.31,664.65,664.65,609.26,609.26,609.26,44.31,-1.963728255,-1.156754105,0.073645225,0.597965289,-1.861550425,-1.851828913,-1.231888216,-0.143031704,-0.860536244,-0.860536244,-0.820864215,-0.59385687,-0.495293023,-0.335541412,-0.535258679,-0.681410865,457.87,-0.090722685,0.5,0.866025404,196.268,196.268,0,370.84
DELHI,2017,2,-1.338037954,-0.168014737,-1.879397823,-0.858452811,1.939487799,9271,winter,92.71,2/1/2017,92.71,44.31,664.65,664.65,609.26,609.26,44.31,-2.608255133,-1.963728255,-1.156754105,0.073645225,-1.020677904,-1.861550425,-1.851828913,-1.231888216,-0.591686627,-0.860536244,-0.860536244,-0.820864215,-0.516108469,-0.495293023,-0.335541412,-0.535258679,267.2233333,2.142110696,0.866025404,0.5,196.268,196.268,0,370.84
DELHI,2017,3,-1.81337937,-0.067327451,-0.556134361,-0.740565249,1.939487799,9271,pre_monsoon,370.84,3/1/2017,92.71,92.71,44.31,664.65,664.65,609.26,177.24,-1.879397823,-2.608255133,-1.963728255,-1.156754105,-1.338037954,-1.020677904,-1.861550425,-1.851828913,-0.858452811,-0.591686627,-0.860536244,-0.860536244,-0.168014737,-0.516108469,-0.495293023,-0.335541412,76.57666667,3.655579168,1,6.12E-17,785.072,785.072,0,370.84
DELHI,2017,4,-2.271162392,0.536875565,1.190902396,-0.729800848,1.939487799,9271,pre_monsoon,370.84,4/1/2017,370.84,92.71,92.71,44.31,664.65,664.65,177.24,-0.556134361,-1.879397823,-2.608255133,-1.963728255,-1.81337937,-1.338037954,-1.020677904,-1.861550425,-0.740565249,-0.858452811,-0.591686627,-0.860536244,-0.067327451,-0.168014737,-0.516108469,-0.495293023,185.42,2.662188381,0.866025404,-0.5,785.072,785.072,0,1274.76
DELHI,2017,5,-2.072519722,0.119595255,2.084403355,-0.668165966,1.939487799,9271,pre_monsoon,370.84,5/1/2017,370.84,370.84,92.71,92.71,44.31,664.65,177.24,1.190902396,-0.556134361,-1.879397823,-2.608255133,-2.271162392,-1.81337937,-1.338037954,-1.020677904,-0.729800848,-0.740565249,-0.858452811,-0.591686627,0.536875565,-0.067327451,-0.168014737,-0.516108469,278.13,2.514705617,0.5,-0.866025404,785.072,785.072,0,1274.76
DELHI,2017,6,-1.082597044,0.317910949,1.863734711,0.444994717,1.939487799,9271,monsoon,1274.76,6/1/2017,370.84,370.84,370.84,92.71,92.71,44.31,609.26,2.084403355,1.190902396,-0.556134361,-1.879397823,-2.072519722,-2.271162392,-1.81337937,-1.338037954,-0.668165966,-0.729800848,-0.740565249,-0.858452811,0.119595255,0.536875565,-0.067327451,-0.168014737,370.84,1.008482578,1.22E-16,-1,2698.688,2698.688,0,1274.76
DELHI,2017,7,0.060085829,0.175380651,1.137135642,0.179964727,1.939487799,9271,monsoon,1274.76,7/1/2017,1274.76,370.84,370.84,370.84,92.71,92.71,609.26,1.863734711,2.084403355,1.190902396,-0.556134361,-1.082597044,-2.072519722,-2.271162392,-1.81337937,0.444994717,-0.668165966,-0.729800848,-0.740565249,0.317910949,0.119595255,0.536875565,-0.067327451,672.1466667,-2.704732733,-0.5,-0.866025404,2698.688,2698.688,0,1274.76
DELHI,2017,8,0.058141634,0.055067372,1.026460728,0.406451214,1.939487799,9271,monsoon,1274.76,8/1/2017,1274.76,1274.76,370.84,370.84,370.84,92.71,609.26,1.137135642,1.863734711,2.084403355,1.190902396,0.060085829,-1.082597044,-2.072519722,-2.271162392,0.179964727,0.444994717,-0.668165966,-0.729800848,0.175380651,0.317910949,0.119595255,0.536875565,973.4533333,-4.319967061,-0.866025404,-0.5,2698.688,2698.688,0,1390.65
DELHI,2017,9,-0.279627227,-0.629788559,0.596731667,0.071192183,1.939487799,9271,monsoon,1274.76,9/1/2017,1274.76,1274.76,1274.76,370.84,370.84,370.84,609.26,1.026460728,1.137135642,1.863734711,2.084403355,0.058141634,0.060085829,-1.082597044,-2.072519722,0.406451214,0.179964727,0.444994717,-0.668165966,0.055067372,0.175380651,0.317910949,0.119595255,1274.76,-2.017673689,-1,-1.84E-16,2698.688,2698.688,0,1390.65
DELHI,2017,10,-1.397691124,-0.919511814,0.072662072,-0.860536244,1.939487799,9271,post_monsoon,1390.65,10/1/2017,1274.76,1274.76,1274.76,1274.76,370.84,370.84,664.65,0.596731667,1.026460728,1.137135642,1.863734711,-0.279627227,0.058141634,0.060085829,-1.082597044,0.071192183,0.406451214,0.179964727,0.444994717,-0.629788559,0.055067372,0.175380651,0.317910949,1274.76,0.068325738,-0.866025404,0.5,2944.02,2944.02,0,92.71
DELHI,2017,11,-1.312885108,-0.613871681,-1.440559884,-0.858192382,1.939487799,7136,post_monsoon,1390.65,11/1/2017,1390.65,1274.76,1274.76,1274.76,1274.76,370.84,664.65,0.072662072,0.596731667,1.026460728,1.137135642,-1.397691124,-0.279627227,0.058141634,0.060085829,-0.860536244,0.071192183,0.406451214,0.179964727,-0.919511814,-0.629788559,0.055067372,0.175380651,1313.39,0.059680104,-0.5,0.866025404,2944.02,2944.02,0,71.36
DELHI,2017,12,-1.307342277,-0.481138519,-2.304250246,-0.812704104,1.939487799,7136,winter,92.71,12/1/2017,1390.65,1390.65,1274.76,1274.76,1274.76,1274.76,44.31,-1.440559884,0.072662072,0.596731667,1.026460728,-1.312885108,-1.397691124,-0.279627227,0.058141634,-0.858192382,-0.860536244,0.071192183,0.406451214,-0.613871681,-0.919511814,-0.629788559,0.055067372,1352.02,-0.166862421,-2.45E-16,1,196.268,196.268,0,71.36
DELHI,2018,1,-1.583514423,-0.417859563,-2.672932542,-0.83622953,1.939487799,7136,winter,71.36,1/1/2018,92.71,1390.65,1390.65,1274.76,1274.76,1274.76,92.71,-2.304250246,-1.440559884,0.072662072,0.596731667,-1.307342277,-1.312885108,-1.397691124,-0.279627227,-0.812704104,-0.858192382,-0.860536244,0.071192183,-0.481138519,-0.613871681,-0.919511814,-0.629788559,958.0033333,-0.101559134,0.5,0.866025404,66.79,66.79,0,285.44
DELHI,2018,2,-1.736037351,-0.345466415,-1.520584675,-0.844389641,1.939487799,7136,winter,71.36,2/1/2018,71.36,92.71,1390.65,1390.65,1274.76,1274.76,92.71,-2.672932542,-2.304250246,-1.440559884,0.072662072,-1.583514423,-1.307342277,-1.312885108,-1.397691124,-0.83622953,-0.812704104,-0.858192382,-0.860536244,-0.417859563,-0.481138519,-0.613871681,-0.919511814,518.24,1.891289619,0.866025404,0.5,66.79,66.79,0,285.44
DELHI,2018,3,-2.045509868,-0.107709416,-0.172704774,-0.856282569,1.939487799,7136,pre_monsoon,285.44,3/1/2018,71.36,71.36,92.71,1390.65,1390.65,1274.76,370.84,-1.520584675,-2.672932542,-2.304250246,-1.440559884,-1.736037351,-1.583514423,-1.307342277,-1.312885108,-0.844389641,-0.83622953,-0.812704104,-0.858192382,-0.345466415,-0.417859563,-0.481138519,-0.613871681,78.47666667,3.012443763,1,6.12E-17,267.16,267.16,0,285.44
DELHI,2018,4,-1.979259403,-0.073988394,1.027991638,-0.692125441,1.939487799,7136,pre_monsoon,285.44,4/1/2018,285.44,71.36,71.36,92.71,1390.65,1390.65,370.84,-0.172704774,-1.520584675,-2.672932542,-2.304250246,-2.045509868,-1.736037351,-1.583514423,-1.307342277,-0.856282569,-0.844389641,-0.83622953,-0.812704104,-0.107709416,-0.345466415,-0.417859563,-0.481138519,142.72,4.232627231,0.866025404,-0.5,267.16,267.16,0,981.2
DELHI,2018,5,-2.128547897,-0.136851041,1.959823851,-0.709921428,1.939487799,7136,pre_monsoon,285.44,5/1/2018,285.44,285.44,71.36,71.36,92.71,1390.65,370.84,1.027991638,-0.172704774,-1.520584675,-2.672932542,-1.979259403,-2.045509868,-1.736037351,-1.583514423,-0.692125441,-0.856282569,-0.844389641,-0.83622953,-0.073988394,-0.107709416,-0.345466415,-0.417859563,214.08,2.639791792,0.5,-0.866025404,267.16,267.16,0,981.2
DELHI,2018,6,-1.27879849,0.844888659,2.153563472,-0.329781786,1.939487799,7136,monsoon,981.2,6/1/2018,285.44,285.44,285.44,71.36,71.36,92.71,1274.76,1.959823851,1.027991638,-0.172704774,-1.520584675,-2.128547897,-1.979259403,-2.045509868,-1.736037351,-0.709921428,-0.692125441,-0.856282569,-0.844389641,-0.136851041,-0.073988394,-0.107709416,-0.345466415,285.44,0.353269319,1.22E-16,-1,918.3625,918.3625,0,981.2
DELHI,2018,7,0.104207816,-0.269653587,1.225338493,1.908953367,1.939487799,7136,monsoon,981.2,7/1/2018,981.2,285.44,285.44,285.44,71.36,71.36,1274.76,2.153563472,1.959823851,1.027991638,-0.172704774,-1.27879849,-2.128547897,-1.979259403,-2.045509868,-0.329781786,-0.709921428,-0.692125441,-0.856282569,0.844888659,-0.136851041,-0.073988394,-0.107709416,517.36,-2.034662115,-0.5,-0.866025404,918.3625,918.3625,0,981.2
DELHI,2018,8,0.645722457,-0.50028873,0.672595949,0.321985383,1.939487799,7136,monsoon,981.2,8/1/2018,981.2,981.2,285.44,285.44,285.44,71.36,1274.76,1.225338493,2.153563472,1.959823851,1.027991638,0.104207816,-1.27879849,-2.128547897,-1.979259403,1.908953367,-0.329781786,-0.709921428,-0.692125441,-0.269653587,0.844888659,-0.136851041,-0.073988394,749.28,-4.171578937,-0.866025404,-0.5,918.3625,918.3625,0,1070.4
DELHI,2018,9,0.60532979,-0.163036872,0.196892791,0.72356702,1.939487799,7136,monsoon,981.2,9/1/2018,981.2,981.2,981.2,285.44,285.44,285.44,1274.76,0.672595949,1.225338493,2.153563472,1.959823851,0.645722457,0.104207816,-1.27879849,-2.128547897,0.321985383,1.908953367,-0.329781786,-0.709921428,-0.50028873,-0.269653587,0.844888659,-0.136851041,981.2,-2.753973716,-1,-1.84E-16,918.3625,918.3625,0,1070.4
DELHI,2018,10,-0.384170842,-1.011099777,-0.401287797,-0.843261115,1.939487799,7136,post_monsoon,1070.4,10/1/2018,981.2,981.2,981.2,981.2,285.44,285.44,1390.65,0.196892791,0.672595949,1.225338493,2.153563472,0.60532979,0.645722457,0.104207816,-1.27879849,0.72356702,0.321985383,1.908953367,-0.329781786,-0.163036872,-0.50028873,-0.269653587,0.844888659,981.2,0.127689848,-0.866025404,0.5,1001.85,1001.85,0,71.36
DELHI,2018,11,-0.859498218,-0.627637629,-1.371912411,-0.828416658,1.939487799,5077,post_monsoon,1070.4,11/1/2018,1070.4,981.2,981.2,981.2,981.2,285.44,1390.65,-0.401287797,0.196892791,0.672595949,1.225338493,-0.384170842,0.60532979,0.645722457,0.104207816,-0.843261115,0.72356702,0.321985383,1.908953367,-1.011099777,-0.163036872,-0.50028873,-0.269653587,1010.933333,0.434310309,-0.5,0.866025404,1001.85,1001.85,0,50.77
DELHI,2018,12,-1.026076661,-0.704696411,-2.669421282,-0.851160797,1.939487799,5077,winter,71.36,12/1/2018,1070.4,1070.4,981.2,981.2,981.2,981.2,92.71,-1.371912411,-0.401287797,0.196892791,0.672595949,-0.859498218,-0.384170842,0.60532979,0.645722457,-0.828416658,-0.843261115,0.72356702,0.321985383,-0.627637629,-1.011099777,-0.163036872,-0.50028873,1040.666667,0.119185072,-2.45E-16,1,66.79,66.79,0,50.77
DELHI,2019,1,-0.845266494,-0.312533406,-2.929114069,-0.520242251,1.939487799,5077,winter,50.77,1/1/2019,71.36,1070.4,1070.4,981.2,981.2,981.2,71.36,-2.669421282,-1.371912411,-0.401287797,0.196892791,-1.026076661,-0.859498218,-0.384170842,0.60532979,-0.851160797,-0.828416658,-0.843261115,0.72356702,-0.704696411,-0.627637629,-1.011099777,-0.163036872,737.3866667,0.154163071,0.5,0.866025404,82.9075,82.9075,0,203.08
DELHI,2019,2,-0.5943752,-0.358371992,-2.358411431,-0.660787142,1.939487799,5077,winter,50.77,2/1/2019,50.77,71.36,1070.4,1070.4,981.2,981.2,71.36,-2.929114069,-2.669421282,-1.371912411,-0.401287797,-0.845266494,-1.026076661,-0.859498218,-0.384170842,-0.520242251,-0.851160797,-0.828416658,-0.843261115,-0.312533406,-0.704696411,-0.627637629,-1.011099777,397.51,1.179156272,0.866025404,0.5,82.9075,82.9075,0,203.08
DELHI,2019,3,-1.184167058,-0.043597842,-1.091741956,-0.774507839,1.939487799,5077,pre_monsoon,203.08,3/1/2019,50.77,50.77,71.36,1070.4,1070.4,981.2,285.44,-2.358411431,-2.929114069,-2.669421282,-1.371912411,-0.5943752,-0.845266494,-1.026076661,-0.859498218,-0.660787142,-0.520242251,-0.851160797,-0.828416658,-0.358371992,-0.312533406,-0.704696411,-0.627637629,57.63333333,2.739030875,1,6.12E-17,331.63,331.63,0,203.08
DELHI,2019,4,-1.751843713,0.012048784,0.991781184,-0.708011615,1.939487799,5077,pre_monsoon,203.08,4/1/2019,203.08,50.77,50.77,71.36,1070.4,1070.4,285.44,-1.091741956,-2.358411431,-2.929114069,-2.669421282,-1.184167058,-0.5943752,-0.845266494,-1.026076661,-0.774507839,-0.660787142,-0.520242251,-0.851160797,-0.043597842,-0.358371992,-0.312533406,-0.704696411,101.54,2.475881978,0.866025404,-0.5,331.63,331.63,0,698.09
DELHI,2019,5,-1.911521066,0.741144476,1.626043479,-0.625281978,1.939487799,5077,pre_monsoon,203.08,5/1/2019,203.08,203.08,50.77,50.77,71.36,1070.4,285.44,0.991781184,-1.091741956,-2.358411431,-2.929114069,-1.751843713,-1.184167058,-0.5943752,-0.845266494,-0.708011615,-0.774507839,-0.660787142,-0.520242251,0.012048784,-0.043597842,-0.358371992,-0.312533406,152.31,1.401781265,0.5,-0.866025404,331.63,331.63,0,698.09
DELHI,2019,6,-1.845918131,0.585916756,2.478151365,-0.750287935,1.939487799,5077,monsoon,698.09,6/1/2019,203.08,203.08,203.08,50.77,50.77,71.36,981.2,1.626043479,0.991781184,-1.091741956,-2.358411431,-1.911521066,-1.751843713,-1.184167058,-0.5943752,-0.625281978,-0.708011615,-0.774507839,-0.660787142,0.741144476,0.012048784,-0.043597842,-0.358371992,203.08,1.29280486,1.22E-16,-1,1139.9775,1139.9775,0,698.09
DELHI,2019,7,-0.406778138,0.182874211,1.630818793,0.73467866,1.939487799,5077,monsoon,698.09,7/1/2019,698.09,203.08,203.08,203.08,50.77,50.77,981.2,2.478151365,1.626043479,0.991781184,-1.091741956,-1.845918131,-1.911521066,-1.751843713,-1.184167058,-0.750287935,-0.625281978,-0.708011615,-0.774507839,0.585916756,0.741144476,0.012048784,-0.043597842,368.0833333,-1.737445632,-0.5,-0.866025404,1139.9775,1139.9775,0,698.09
DELHI,2019,8,0.454661078,-0.266323116,0.904479557,0.520085101,1.939487799,5077,monsoon,698.09,8/1/2019,698.09,698.09,203.08,203.08,203.08,50.77,981.2,1.630818793,2.478151365,1.626043479,0.991781184,-0.406778138,-1.845918131,-1.911521066,-1.751843713,0.73467866,-0.750287935,-0.625281978,-0.708011615,0.182874211,0.585916756,0.741144476,0.012048784,533.0866667,-3.108216365,-0.866025404,-0.5,1139.9775,1139.9775,0,761.55
DELHI,2019,9,0.295578231,-0.587630342,0.780686576,-0.305648691,1.939487799,5077,monsoon,698.09,9/1/2019,698.09,698.09,698.09,203.08,203.08,203.08,981.2,0.904479557,1.630818793,2.478151365,1.626043479,0.454661078,-0.406778138,-1.845918131,-1.911521066,0.520085101,0.73467866,-0.750287935,-0.625281978,-0.266323116,0.182874211,0.585916756,0.741144476,698.09,-4.574464535,-1,-1.84E-16,1139.9775,1139.9775,0,761.55
DELHI,2019,10,-0.497592949,-0.869138435,-0.136117445,-0.633876138,1.939487799,5077,post_monsoon,761.55,10/1/2019,698.09,698.09,698.09,698.09,203.08,203.08,1070.4,0.780686576,0.904479557,1.630818793,2.478151365,0.295578231,0.454661078,-0.406778138,-1.845918131,-0.305648691,0.520085101,0.73467866,-0.750287935,-0.587630342,-0.266323116,0.182874211,0.585916756,698.09,-0.663381432,-0.866025404,0.5,1243.6125,1243.6125,0,50.77
